,tweets
311,Jadi gitu ngerasain gempa ngikut orang orang lari w peron mrt
312,USED iPhone s Space Grey gb LL set FULLSET Price RM800 Warranty Sebulan by MyPhone Valley Cod Bangi Gateway Cod berbayar RM29 stesen ktm/lrt/mrt Pos J amp T RM10 Semenanjung amp RM20 S/S HELP ME RT PLEASE
313,Pascagempa skala Richter MRT Jakarta beroperasi normal
314,Kapan yekan ngerasain gempa pas stasiun tanah mrt..
315,Kalau HCR duduk tanah sih aturan lawan gempa relnya utuh MRT/LRT layang tanah sekalinya ketemu gempa ya riskan terowongan kolaps tiang flyover ambruk
316,Goresan cucuk canting kain batik meter peron Stasiun MRT Bundaran HI siang tanda dim…
317,MRT berasa gempa ya KRL mah kagak wqwq
318,enak udah mrt doang berdoa aja mrt/lrt cepat terwujudkan lumayan gue yg kerja bsd nyambil kuliah tebet rumah bekasi
319,Pascagempa skala Richter MRT Jakarta beroperasi normal
320,gangerti gw lg mrt gamerasakan apapun
321,Dimana MRT ma Barusan gempa mama nyuci piring panci goyang emang gak keluar…
322,"Guncangan gempa M ,4 Banten dirasakan warga Jakarta menumpangi MRT"
323,Gempa Jkt Yg tanah stasiun mrt ya jg
324,Alhamdulillah aman mbakku lg plng rmh Pas gempa didalam MRT gak tau berhenti St. Blok A pengumuman gempa Kereta berhenti stlh aman berjalan normal
325,Tiba-tiba MRT berhenti Tak pemberitahuan terkait penyebab berhentinya MRT
326,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
327,"Guncangan gempa M ,4 Banten dirasakan warga Jakarta menumpangi MRT"
328,Malam jakarta tegang amp panik.. jalan kereta amp MRT tegang.. stay safe
329,Tiba-tiba MRT berhenti Tak pemberitahuan terkait penyebab berhentinya MRT
330,Sehubungan gempa bumi malam 2/8/19 Jakarta informasikan…
331,mrt diumumkan kereta diberhentikan gempa penumpang dimohon panik
332,Sehubungan gempa bumi malam 2/8/19 Jakarta informasikan…
333,Makasih infonya pas gempa sy MRT berhenti stasiun Blok A menunggu aman berjalan lagi..
334,"MRT Jakarta berhenti gempa ,4 SR"
335,untung gajadi MRT td udah niat banget mo MRT biar cepet nyampe rumah krn lelaaahhhhh bangeeettttt
336,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
337,"cek yuk gt Cerita Warga Jakarta Rasakan Gempa MRT Guncangan gempa M ,4 Banten dira"
338,"Cerita Warga Jakarta Rasakan Gempa MRT Guncangan gempa M ,4 Banten dira"
339,Tim Operasional MRT Jakarta pemeriksaan kondisi stasiun fasilitas MRT Jakarta d…
340,Sehubungan gempa bumi malam 2/8/19 Jakarta informasikan…
341,Tim Operasional MRT Jakarta pemeriksaan kondisi stasiun fasilitas MRT Jakarta d…
342,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
343,Sehubungan gempa bumi malam 2/8/19 Jakarta informasikan…
344,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
345,"MRT Jakarta berhenti gempa ,4 SR"
346,"MRT Jakarta berhenti gempa ,4 SR"
347,"Gempa ,4 magnitudo berpusat Sumur Banten"
348,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
349,"MRT Jakarta berhenti gempa ,4 SR"
350,Tim Operasional MRT Jakarta pemeriksaan kondisi stasiun fasilitas MRT Jakarta kondisi normal Jika perkembangan dampak ditimbulkan gempa informasikan
351,Sehubungan gempa bumi malam 2/8/19 Jakarta informasikan operasi MRT Jakarta pasca gempa berjalan normal
352,Saat MRT Jakarta beroperasi normal
353,Tiba-tiba MRT berhenti Tak pemberitahuan terkait penyebab berhentinya MRT
354,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
355,Berasa ya Gallant smpi Jogja lg MRT berhenti stasiun Blok A menunggu kondisi aman..
356,Gila gila gempanya kerasa pisan sampe stasiun mrt sepi
357,Kikiki ... pagi2 buka gelak sorg2 dlm mrt ...
358,Cara nak orang tu SINGLE Suka tidur Telefon jarang berbunyi Tak jaga makan makan sukahati Su…
359,Waktu gempa td dlm MRT Goyang nya kaco kerasa bgt smp mual Trs org bapa2 gerbong gue bikin panik doong “ EH GEMPA GEMPA GEMPA SAYA KERASA BANGET INI ” shittt bikin org2 panik anjiirrrr org2 langsung berisik gt gegara si
360,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
361,"MRT Jakarta berhenti beroperasi gempa ,4 SR"
362,Soal kesehatan die gak peduli bagi2 kursi berbicara MRT rakyat jd frustasi investasi negri mukidi
363,Goresan cucuk canting kain batik meter peron Stasiun MRT Bundaran HI siang tanda dim…
364,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
365,I c mrt station wkkwkwkw
366,Lagi mrt Trus pas gojek yg ngechat kalo gempa Gue cuman bingung ga berasa
367,Tiba-tiba MRT berhenti Tak pemberitahuan terkait penyebab berhentinya MRT
368,Serius td janjian temen mrt chatuchak tp auto dilarang pake bts arah mo chit gara2 bom
369,Naik mrt
370,Tiba-tiba MRT berhenti Tak pemberitahuan terkait penyebab berhentinya MRT
371,Mengguncang Jakarta Layanan MRT Sempat Terhenti
372,serius stasiun mrt getaran kereta sm gempa gabisa bedain cri
373,Saat MRT Jakarta beroperasi normal
374,Mengguncang Jakarta Layanan MRT Sempat Terhenti
375,Mrt dibaca merantau
376,Ga bayangin gempa pas dlm mrt semoga mrt bener2 aman yaaa percaya udah dibangun dgn memperhitungkan bencana sesuai standar keamanan
377,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
378,Gempa Mengguncang Jakarta Layanan MRT Sempat Terhenti
379,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
380,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
381,job sales/marketing dituntut berpakaian rapih wangi manja tuntutan pak/bu kalo jakarta udah terintegrasi mrt/lrt milih kendaraan ko
382,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
383,used iPhone Plus Red Product gb LL set FULLSET Price RM1630 Warranty Sebulan by MyPhone Valley Cod Bangi G…
384,Tiba-tiba MRT berhenti Tak pemberitahuan terkait penyebab berhentinya MRT
385,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
386,Dimana MRT ma Barusan gempa mama nyuci piring panci goyang emang gak keluar…
387,Ya allah gimana mitigasi bencana pas KRL DAN MRT ya
388,yukk mrt
389,Berasa MRT nya yg pas berhenti jg
390,Btw eskalator mrt udh tandanya yg sisi kanan org buru ''
391,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
392,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
393,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
394,Pukul :00 WIB Rupiah Semakin Lemah Rp 15/US Coba Ngingatin Aja Pak Jokow…
395,Tiba-tiba MRT berhenti Tak pemberitahuan terkait penyebab berhentinya MRT
396,Tiba-tiba MRT berhenti Tak pemberitahuan terkait penyebab berhentinya MRT
397,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
398,Trus MRT
399,Alhamdulillah dah mrt pas gempaa
400,Tiba-tiba MRT berhenti Tak pemberitahuan terkait penyebab berhentinya MRT
401,Jauh sih sebenernya ya mendekati gambir Dari gambir HI mayan deket Trus MRT senayan
402,Tiba-tiba MRT berhenti Tak pemberitahuan terkait penyebab berhentinya MRT
403,Tiba-tiba MRT berhenti Tak pemberitahuan terkait penyebab berhentinya MRT
404,Dimana MRT ma Barusan gempa mama nyuci piring panci goyang emang gak keluar…
405,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
406,yg MRT gimana ya subway keatas gitu
407,mrt
408,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
409,Tiba-tiba MRT berhenti Tak pemberitahuan terkait penyebab berhentinya MRT
410,W setuju ibukota pindah bang ... Itu mrt udah dirancang anti gempa kn
411,Uji coba Mass Rapid Transit MRT dilaksanakan Selasa 12/3 respon positif penumpang Bahkan penumpang mengaku kagum fasilitas MRT disediakan
412,Tiba-tiba MRT berhenti Tak pemberitahuan terkait penyebab berhentinya MRT
413,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
414,Tiba-tiba MRT berhenti Tak pemberitahuan terkait penyebab berhentinya MRT
415,MRT diberentiin untung pas lg berenti stasiun stay safe guys
416,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
417,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
418,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
419,NAIK MRT FREE WOI HAHAH
420,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
421,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
422,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
423,Kalau kartu indomartcard yg dr mandiri emoney min mrt
424,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
425,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
426,Terserah Saya mah udah nikmatin KRL MRT ojol ojolan
427,MRT Senayan Pada bingung gimana ...
428,Ogah MRT tacutt lg dibawah trus gempa lg
429,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
430,Nggih mrt delay
431,Dimana MRT ma Barusan gempa mama nyuci piring panci goyang emang gak keluar…
432,"Gempa ,4 magnitudo berpusat Sumur Banten"
433,Goresan cucuk canting kain batik meter peron Stasiun MRT Bundaran HI siang tanda dim…
434,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
435,Gak kebayang gempa gini dalem MRT
436,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
437,Dimana MRT ma Barusan gempa mama nyuci piring panci goyang emang gak keluar…
438,"Gempa ,4 magnitudo berpusat Sumur Banten"
439,Dimana MRT ma Barusan gempa mama nyuci piring panci goyang emang gak keluar…
440,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
441,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
442,Tak mrt chill chill je Just orang bodoh jela
443,used iPhone Plus Red Product gb LL set FULLSET Price RM1630 Warranty Sebulan by MyPhone Valley Cod Bangi G…
444,kalo gempa gini MRT berhenti operasi seper sekian menit kabar pesawat berhenti operasi ngga
445,Yaampun untung gue abis selese tanding langsung pulang anjirr sumpah bayangin mrt trs gempa gimana coba
446,Dimana MRT ma Barusan gempa mama nyuci piring panci goyang emang gak keluar…
447,MRT Senayan Pada bingung gimana ...
448,sampe kena tsunami deh jakarta blom naek mrt comedymarkette
449,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
450,Aku abis cek up kaki skrg Mau jln jln mrt sm mom and dad️🧡 yey kereta
451,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
452,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
453,lu mrt Terjebak mrt engga gue terjebak nostalgia BODO AMAT
454,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
455,mrt sejuknya 🥶
456,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
457,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
458,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
459,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
460,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
461,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
462,Dimana MRT ma Barusan gempa mama nyuci piring panci goyang emang gak keluar…
463,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
464,MRT berhenti ci st. Cipete Raya MRT gw goyang2 gempa..
465,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
466,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
467,kak gitu yaAllah beneran keliatan after office look banget stasiun mrt
468,Apakah MRT memiliki team evakuasi khusus antisipasi gempa
469,MRT aman TJ kor aman Gempa
470,Smoga sehat yaaaa kakinyaa Hadoo gabisa mrt hiyaaa
471,Bismillah pulangnya mrt semoga selamat smp rumah
472,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
473,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
474,pas gempa lg beli pisang goreng dkt st.cipete keliatan pas gempa MRT nya udh masuk stasiun tp badann…
475,"Gempa ,4 magnitudo berpusat Sumur Banten"
476,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
477,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
478,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
479,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
480,Aku mcm bru nampak nodroh zomono la kt mrt.. shit btl ... comel siaaaaaa
481,Pukul :00 WIB Rupiah Semakin Lemah Rp 15/US Coba Ngingatin Aja Pak Jokow…
482,MRT Senayan Pada bingung gimana ...
483,Sepertinya pengecekan jalur MRT Semoga aman bebas cracked struktur
484,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
485,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
486,"Gempa ,4 magnitudo berpusat Sumur Banten"
487,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
488,"Gempa ,4 magnitudo berpusat Sumur Banten"
489,"Gempa ,4 magnitudo berpusat Sumur Banten"
490,Kalo mrt pas gempa gimana ya
491,Dimana MRT ma Barusan gempa mama nyuci piring panci goyang emang gak keluar…
492,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
493,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
494,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
495,Dimana MRT ma Barusan gempa mama nyuci piring panci goyang emang gak keluar…
496,Astaga.. Kalo MRT layang coba
497,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
498,"Gempa ,4 magnitudo berpusat Sumur Banten"
499,"Gempa ,4 magnitudo berpusat Sumur Banten"
500,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
501,Dimana MRT ma Barusan gempa mama nyuci piring panci goyang emang gak keluar…
502,Hm yg didalam mrt
503,"Gempa ,4 magnitudo berpusat Sumur Banten"
504,"Gempa ,4 magnitudo berpusat Sumur Banten"
505,"Gempa ,4 magnitudo berpusat Sumur Banten"
506,Rumah murah pas sebelah stasiun MRT
507,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
508,"Gempa ,4 magnitudo berpusat Sumur Banten"
509,Di Jalan Blora terminal Commuter Line Stasiun Sudirman Stasiun MRT Dukuh Atas GEMPA bergoyang arah samping se…
510,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
511,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
512,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
513,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
514,"Gempa ,4 magnitudo berpusat Sumur Banten"
515,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
516,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
517,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
518,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
519,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
520,Dimana MRT ma Barusan gempa mama nyuci piring panci goyang emang gak keluar…
521,"Gempa ,4 magnitudo berpusat Sumur Banten"
522,MRT telat kalinya
523,MRT udah normal Ya telat menitan berhenti
524,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
525,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
526,Dimana MRT ma Barusan gempa mama nyuci piring panci goyang emang gak keluar…
527,5 udah turun mrt ya Allah
528,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
529,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
530,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
531,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
532,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
533,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
534,GEMPA DI STASIUN MRT BENER2 MENANTANG GILA
535,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
536,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
537,Pantesan tumben banget MRT berhenti lama.. gempa ya
538,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
539,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
540,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
541,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
542,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
543,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
544,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
545,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
546,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
547,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
548,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
549,Aku berasa banget kak Mana mrt Untung belom masuk langsung
550,Tadi jam 7 MRT Berasa kliyengan min Alhamdulillah aman..
551,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
552,Dimana MRT ma Barusan gempa mama nyuci piring panci goyang emang gak keluar…
553,MRT Senayan Pada bingung gimana ...
554,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
555,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
556,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
557,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
558,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
559,pas gempa lg beli pisang goreng dkt st.cipete keliatan pas gempa MRT nya udh masuk stasiun tp badannya blm masuk berhenti tengah2 yaampun berasa ya gempanya
560,Udah MRT
561,Gak kerasa gempa krn lg MRT pas Blok A MRT nya berhenti mnt Alhamdulillah skrg udh turun H. Nawi
562,Kereta MRT berhenti beroperasi beroperasi headway delay menit detik
563,Dimana MRT ma Barusan gempa mama nyuci piring panci goyang emang gak keluar…
564,BB-Subang Jaya-Shah Alam The struggle is real hmm Bukit Bintang MRT Station SBK18A Exit C in Kuala Lumpur KL
565,Dimana MRT ma Barusan gempa mama nyuci piring panci goyang emang gak keluar…
566,ga kerasa gara2 lg mrt anjer tp ngapa disitu lg dah jd throwback t****** sksksk
567,Tadi gw kereta MRT gak kerasa Gempa 🤭
568,Sebagai orang yg sangt peka gempa ku ga kerasa gempa sihh Y gmn mo kerasa lha pas mrt ..
569,MRT tumpangi melanjutkan perjalanan Lebak Bulus Saat gempa naik-turun penumpang di…
570,Gak kebayang mrt/lrt
571,Gak kalo gempa krn lg otw dr stasiun MRT peron Baru pas pengumuman dr staff stasiun
572,Gini nder data Dinas Lingkungan Hidup Jakarta polusi Jakarta sumbangan transportasi darat.…
573,Dimana MRT ma Barusan gempa mama nyuci piring panci goyang emang gak keluar…
574,Dimana MRT ma Barusan gempa mama nyuci piring panci goyang emang gak keluar…
575,heh *di mrt* a `` awas loh benci benci jd cinta kyk gw '' b `` apaansih anjir lo benci jd cinta gw benci…
